2015-01-10	Second, they 	 tone down the theorising	http://www.economist.com/news/leaders/21638117-microeconomics-powered-data-shaping-tech-firms-trend-has-lessons-macroeconomics	1	5	LEADERS
2015-01-10	And macroeconomists 	 get out more	http://www.economist.com/news/leaders/21638117-microeconomics-powered-data-shaping-tech-firms-trend-has-lessons-macroeconomics	1	6	LEADERS
2015-01-10	Only the Ebola-hit countries and the kleptocratic Equatorial Guinea 	 see their economies shrink in 2015	http://www.economist.com/news/leaders/21638197-why-some-commodity-exporters-are-coping-better-lower-prices-others-what-vlad-can-learn	1	7	LEADERS
2015-01-10	President Xi Jinping has insisted that GDP-attainment 	 no longer determine local leaders’ job prospects	http://www.economist.com/news/leaders/21638121-targets-are-encouraging-chinese-officials-abuse-citizens-more-accountability-would-work	1	8	LEADERS
2015-01-10	Mr Xi has abolished the “re-education through labour” camps in which dissenters were often interred without trial, and said officials 	 no longer be judged according to the number of petitioners from their areas who travel to Beijing	http://www.economist.com/news/leaders/21638121-targets-are-encouraging-chinese-officials-abuse-citizens-more-accountability-would-work	1	9	LEADERS
2015-01-10	But if Mr Xi really wants officials to stop abusing citizens, he 	 introduce a system that makes them genuinely accountable	http://www.economist.com/news/leaders/21638121-targets-are-encouraging-chinese-officials-abuse-citizens-more-accountability-would-work	1	10	LEADERS
2015-01-10	Certainly, the West 	 not think of military intervention	http://www.economist.com/news/leaders/21638122-another-font-global-mayhem-emergingnot-helped-regional-meddling-and-western	1	11	LEADERS
2015-01-10	A new “friends of Libya” conference is needed, where the regional powers that have been using Libya as a proxy battlefield 	 be made to keep their previously dishonoured pledges to enforce an arms embargo	http://www.economist.com/news/leaders/21638122-another-font-global-mayhem-emergingnot-helped-regional-meddling-and-western	1	12	LEADERS
2015-01-10	And if an agreement is negotiated, UN peacekeepers 	 be sent in	http://www.economist.com/news/leaders/21638122-another-font-global-mayhem-emergingnot-helped-regional-meddling-and-western	1	13	LEADERS
2015-01-10	Their task 	 be far easier than it is for, say, the Syrians, Iraqis or Yemenis, because Libya is a rich country with a small population that is fairly homogeneous in terms of religion, class and ethnicity	http://www.economist.com/news/leaders/21638122-another-font-global-mayhem-emergingnot-helped-regional-meddling-and-western	1	14	LEADERS
2015-01-10	com    The Magna Carta SIR – America’s Founding Fathers, with their phobia against strong central government, 	 have looked to the old Icelandic republic (930-1262) for inspiration, rather than the Magna Carta (“The uses of history”, December 20th)	http://www.economist.com/news/letters/21638087-letters	1	15	LETTERS
2015-01-10	Despite the diligent and creative work that New York’s teachers do each day, Mr Klein suggested that we were overprotected, coddled employees who 	 have job protections stripped away	http://www.economist.com/news/letters/21638087-letters	1	16	LETTERS
2015-01-10	One bill proposed that the foreign-investment threshold allowed in the insurance industry 	 rise from 26% to 49% of any enterprise	http://www.economist.com/news/asia/21638167-government-tries-accelerate-pace-reform-ordinance-survey	1	17	ASIA
2015-01-10	After that, government-appointed doctors will determine whether he is well enough to return to prison or whether his parole 	 be extended	http://www.economist.com/news/asia/21638183-disgraced-former-president-granted-medical-parole-bian-back-home	1	18	ASIA
2015-01-10	Better infrastructure 	 lower transport costs and attract more business investment—including from foreigners	http://www.economist.com/news/asia/21638179-jokowi-abandons-wasteful-fuel-subsidies-fiscal-prospects-brighten-good-scrap	1	19	ASIA
2015-01-10	As Mr Kim’s government portrays them, the new American sanctions, directed at North Korea’s illicit arms-export business, are merely intended to add weight to a spurious charge: that the regime ordered the hacking of Sony Pictures’ computer systems and the threats of violence 	 it distribute “The Interview”	http://www.economist.com/news/asia/21638166-north-koreas-strange-juggling-act-becoming-ever-more-precarious-birthday-blues	1	20	ASIA
2015-01-10	Turning to the mother, she says: “You 	 applaud no matter what	http://www.economist.com/news/china/21638131-enforcers-chinas-one-child-policy-are-trying-new-gentler-approach-enforcing-smile	1	21	CHINA
2015-01-10	Demographers generally agree that China 	 be, if anything, encouraging more births to avoid a precipitous decline in the working-age population	http://www.economist.com/news/china/21638131-enforcers-chinas-one-child-policy-are-trying-new-gentler-approach-enforcing-smile	1	22	CHINA
2015-01-10	Instead of the traditional ethnic definition of nationality, they 	 move to a “republican” one, as in America or France, which is open to newcomers	http://www.economist.com/news/europe/21638194-xenophobic-marches-continue-parts-germany-others-stand-up-uprising-decent	1	23	EUROPE
2015-01-10	Meanwhile the messages from Berlin are becoming louder: Greece 	 in principle stay in the euro, but Mr Tsipras’s demands for a debt write-off and spending binge are unacceptable	http://www.economist.com/news/europe/21638199-syriza-edges-closer-victory-uncertainty-over-its-coalition-partner-crowded-field	1	24	EUROPE
2015-01-10	“We 	 not behave as a schoolmaster” to the Greeks, said Horst Seehofer, the Bavarian premier	http://www.economist.com/news/europe/21638192-angela-merkel-appears-have-become-more-sanguine-about-grexit-go-if-you-must	1	25	EUROPE
2015-01-10	The tabloid Bild says that, if Greece can’t play by the rules, Germany 	 show it the “red card”	http://www.economist.com/news/europe/21638192-angela-merkel-appears-have-become-more-sanguine-about-grexit-go-if-you-must	1	26	EUROPE
2015-01-10	This year India’s biometric ID register 	 be complete—holding out the hope that its social schemes could be made less leaky	http://www.economist.com/news/international/21638127-developing-countries-are-cutting-fraud-and-waste-anti-poverty-schemes-deciding-who	1	27	INTERNATIONAL
2015-01-10	Officially poor  So decisions about who 	 receive benefits often rely on observable proxies for poverty, such as whether someone is old or orphaned, lives in poor-quality housing or lacks consumer goods such as a fridge	http://www.economist.com/news/international/21638127-developing-countries-are-cutting-fraud-and-waste-anti-poverty-schemes-deciding-who	1	28	INTERNATIONAL
2015-01-10	Fast food firms - see our comparison of outlets around the world   Some analysts think that McDonald’s 	 stop trying to replicate all its rivals’ offerings and go back to basics, offering a limited range of dishes at low prices, served freshly and quickly	http://www.economist.com/news/business/21638115-after-long-run-success-worlds-largest-fast-food-chain-flounderingand-activist	1	29	BUSINESS
2015-01-10	Not all the criticism McDonald’s gets may be merited—or at least it 	 be shared more fairly with its peers	http://www.economist.com/news/business/21638115-after-long-run-success-worlds-largest-fast-food-chain-flounderingand-activist	1	30	BUSINESS
2015-01-10	He rejected the “pretentious” idea that his portrait 	 hang in the Capitol in Albany, and refused to sit for one	http://www.economist.com/news/obituary/21638086-mario-cuomo-governor-new-york-and-presidential-might-have-been-died-january-1st-aged	1	31	OBITUARY
2015-01-17	That 	 help cut waste and thus lower costs still further	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	1	LEADERS
2015-01-17	Now, suddenly, the challenge 	 be one of managing abundance	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	2	LEADERS
2015-01-17	Why 	 American taxpayers pay for Exxon to find hydrocarbons	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	3	LEADERS
2015-01-17	All these subsidies 	 be binned	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	4	LEADERS
2015-01-17	What a better policy would look like That 	 be just the beginning	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	5	LEADERS
2015-01-17	By the same token, in the name of security of supply, governments 	 be encouraging the growth of seamless global energy markets	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	6	LEADERS
2015-01-17	America 	 approve Keystone XL and lift its export restrictions, while European politicians 	http://www.economist.com/news/leaders/21639501-fall-price-oil-and-gas-provides-once-generation-opportunity-fix-bad	1	7	LEADERS
2015-01-17	Mr Sirisena 	 focus on those goals	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	8	LEADERS
2015-01-17	Mr Sirisena 	 establish one that can bring the country closure	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	9	LEADERS
2015-01-17	And he 	 end the army’s repressive occupation of the Tamils’ northern homeland and return seized property to its rightful owners	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	10	LEADERS
2015-01-17	Mr Sirisena’s other priority 	 be to reverse the slide towards dictatorship	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	11	LEADERS
2015-01-17	He 	 make a start by shifting powers to the prime minister and strengthening parliamentary oversight	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	12	LEADERS
2015-01-17	As for the West, it 	 offer to rebuild the ties that were broken under Mr Rajapaksa	http://www.economist.com/news/leaders/21639503-extraordinary-election-result-gives-country-chance-heal-deep-wounds-auspicious	1	13	LEADERS
2015-01-17	Both sides 	 give way quickly	http://www.economist.com/news/leaders/21639506-just-threat-terrorism-increasing-ability-western-security-agencies-defeat	1	14	LEADERS
2015-01-17	The place where liberals 	 fight—and the spooks 	http://www.economist.com/news/leaders/21639506-just-threat-terrorism-increasing-ability-western-security-agencies-defeat	1	15	LEADERS
2015-01-17	Surveillance of individuals 	 require approval by independent judges, not by politicians	http://www.economist.com/news/leaders/21639506-just-threat-terrorism-increasing-ability-western-security-agencies-defeat	1	16	LEADERS
2015-01-17	This 	 make it easier for the central bank to begin a programme of large-scale bond purchases	http://www.economist.com/news/leaders/21639505-tumbling-currency-reflects-europes-dismal-prospects-it-second-best-route-curing	1	17	LEADERS
2015-01-17	ArguileWells-next-the-Sea, Norfolk SIR – You presented a contradictory case, arguing that there 	 be no limits on free speech, “self-imposed or otherwise”, unless it “directly incites violence”	http://www.economist.com/news/letters/21639440-letters	1	18	LETTERS
2015-01-17	Following your logic Charlie Hebdo’s cartoons did incite violence and so 	 not have been published	http://www.economist.com/news/letters/21639440-letters	1	19	LETTERS
2015-01-17	Holocaust deniers 	 be confronted with facts and perhaps scorn, but not jail and the threat of state force	http://www.economist.com/news/letters/21639440-letters	1	20	LETTERS
2015-01-17	Women 	 be able to dress however they choose	http://www.economist.com/news/letters/21639440-letters	1	21	LETTERS
2015-01-17	Our response to terror 	 be thoughtfully analytical and 	http://www.economist.com/news/letters/21639440-letters	1	22	LETTERS
2015-01-17	Even Mr Wilders was comparatively conciliatory; he warned people against attacking mosques, saying they 	 be “safe places”	http://www.economist.com/news/briefing/21639537-backlash-against-european-muslims-would-play-hands-killers-solidarity	1	23	BRIEFING
2015-01-17	They 	 be careful what they wish for	http://www.economist.com/news/briefing/21639536-islamist-violence-stems-much-more-recent-history-faiths-essentials-struggle	1	24	BRIEFING
2015-01-17	Hence the argument that, rather than mimic the modernised West, and rather than allow it to intervene in their affairs, as it has done through much of recent history, Muslims 	 create new forms of politics and government proper to their faith	http://www.economist.com/news/briefing/21639536-islamist-violence-stems-much-more-recent-history-faiths-essentials-struggle	1	25	BRIEFING
2015-01-17	Someone 	 probe persistent rumours about mass graves under army-controlled land in the north	http://www.economist.com/news/asia/21639559-new-president-promises-new-leaf-politics-ask-siri	1	26	ASIA
2015-01-17	The prospect of hundreds of thousands of unemployed young men flooding these weak states 	 terrify Central Asia’s graft-prone governments, which do little to create jobs and rely on emigration to ease social pressures	http://www.economist.com/news/asia/21639564-rouble-plunges-central-asia-feels-pain-contagion	1	27	ASIA
2015-01-17	Even as he was talking to the great and the good, the BJP was grappling with what to do about one of its MPs, Sakshi Maharaj, who this month said that every Hindu woman 	 have at least four children “to protect the Hindu religion”	http://www.economist.com/news/asia/21639567-narendra-modi-finds-his-economic-ambitions-jeopardised-his-partys-ideology-hindutva-rate	1	28	ASIA
2015-01-17	Surely that 	 give him the right to crack the whip	http://www.economist.com/news/asia/21639567-narendra-modi-finds-his-economic-ambitions-jeopardised-his-partys-ideology-hindutva-rate	1	29	ASIA
2015-01-17	Another job interviewer then told her she 	 go back to Xinjiang	http://www.economist.com/news/china/21639555-uighurs-and-tibetans-feel-left-out-chinas-economic-boom-ethnic-discrimination-not	1	30	CHINA
2015-01-17	In theory, abandoning price controls 	 encourage large-scale farming and help improve quality, says Mr Hu	http://www.economist.com/news/china/21639556-tobacco-leaf-last-farm-product-be-relieved-price-controls-butt-out	1	31	CHINA
2015-01-17	Official statistics 	 come out soon, but the 60% limit has almost certainly been breached	http://www.economist.com/news/europe/21639565-without-lot-more-western-help-ukraine-faces-default-edge	1	32	EUROPE
2015-01-17	The plan has already been approved by governments, so the change 	 come into force this spring	http://www.economist.com/news/europe/21639578-eu-lifts-its-ban-gm-crops-gently-modified	1	33	EUROPE
2015-01-17	ENERGY, the European Commission believes, 	 flow freely to and between EU members	http://www.economist.com/news/europe/21639577-european-union-heads-battle-national-governments-energy-only-connect	1	34	EUROPE
2015-01-17	But electricity interconnectors 	 be more widespread, too	http://www.economist.com/news/europe/21639577-european-union-heads-battle-national-governments-energy-only-connect	1	35	EUROPE
2015-01-17	In 2002 the EU set a goal to members that electrical interconnectors 	 make up at least 10% of national capacity	http://www.economist.com/news/europe/21639577-european-union-heads-battle-national-governments-energy-only-connect	1	36	EUROPE
2015-01-17	But it 	 be no surprise if a country that has seen a 25% fall in output, unemployment at 26% and over one-third of the population at risk of poverty rejected those who have overseen such misery	http://www.economist.com/news/europe/21639524-populist-election-win-need-not-spell-disaster-greeceor-euro-zone-era-syriza	1	37	EUROPE
2015-01-17	The city says it has space for only about 10,200 of these, so the rest 	 be spread among the four rural districts	http://www.economist.com/news/britain/21639495-how-and-why-fortunes-englands-two-ancient-university-towns-diverged-trailing-its-wake	1	38	BRITAIN
2015-01-17	Decades ago a few visionary academics proposed that the city 	 convert its boffinry (and especially its comparative strength in the sciences) into wider regional prosperity	http://www.economist.com/news/britain/21639495-how-and-why-fortunes-englands-two-ancient-university-towns-diverged-trailing-its-wake	1	39	BRITAIN
2015-01-17	Britons 	 have the chance to see their leaders battle—as Mr Cameron argued so forcefully just five years ago	http://www.economist.com/news/britain/21639494-david-cameron-smart-duck-tv-debatebut-not-right-dodgy-dave	1	40	BRITAIN
2015-01-17	A Tory cabinet minister acknowledges the problem: “You could argue there’s a missing vision of what a 35% state 	 look like”	http://www.economist.com/news/britain/21639548-britons-face-stark-electoral-choice-it-pity-so-few-seem-aware-it-mightily-different	1	41	BRITAIN
2015-01-17	Web-users 	 back up files, use antivirus software and firewalls, and avoid suspicious attachments and sites	http://www.economist.com/news/international/21639521-dick-turpin-rides-againas-digital-highwayman-your-money-or-your-data	1	42	INTERNATIONAL
2015-01-17	His family is suing the venue, the firm that promoted the event, the referee, a state official and the ringside doctors, on the grounds that the fight 	 have been stopped sooner and that he was not given appropriate care	http://www.economist.com/news/international/21639527-courts-are-increasingly-being-asked-rule-injuries-inflicted-during-games-fair-game	1	43	INTERNATIONAL
2015-01-17	A research paper from Microsoft, “Sex, Lies and Cyber-crime Surveys” concludes that “no faith” 	 be placed in numerical estimates derived by means of this multiplication trick	http://www.economist.com/news/business/21639576-businesses-would-benefit-reliable-information-cyber-crimes-costs-think-number-and	1	44	BUSINESS
2015-01-17	The hidden-city caper 	 not be confused with another ruse, “fuel-dumping”—in which travellers add extra flights to their itineraries that they do not intend to take, to trick reservation systems into forgetting to add fuel surcharges	http://www.economist.com/news/business/21639575-economics-air-ticketing-can-produce-some-peculiarities-phantom-flights	1	45	BUSINESS
2015-01-17	Where else 	 he be	http://www.economist.com/news/obituary/21639443-st-phane-charbonnier-charb-cartoonist-and-editor-charlie-hebdo-was-murdered-january	1	46	OBITUARY
2015-01-17	He thought smokers 	 be locked up	http://www.economist.com/news/obituary/21639443-st-phane-charbonnier-charb-cartoonist-and-editor-charlie-hebdo-was-murdered-january	1	47	OBITUARY
2015-01-17	Where else 	 he be	http://www.economist.com/news/obituary/21639443-st-phane-charbonnier-charb-cartoonist-and-editor-charlie-hebdo-was-murdered-january	1	48	OBITUARY
2015-01-24	It is odd that a country founded on the principle of hostility to inherited status 	 be so tolerant of dynasties	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	1	LEADERS
2015-01-24	Many schools are in the grip of one of the most anti-meritocratic forces in America: the teachers’ unions, which resist any hint that good teaching 	 be rewarded or bad teachers fired	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	2	LEADERS
2015-01-24	To fix this, and the scandal of inequitable funding, the system 	 become both more and less local	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	3	LEADERS
2015-01-24	Per-pupil funding 	 be set at the state level and tilted to favour the poor	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	4	LEADERS
2015-01-24	Dollars 	 follow pupils, through a big expansion of voucher schemes or charter schools	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	5	LEADERS
2015-01-24	And colleges 	 make more effort to offer value for money	http://www.economist.com/news/leaders/21640331-importance-intellectual-capital-grows-privilege-has-become-increasingly	1	6	LEADERS
2015-01-24	With such juicy prospects investors 	 be flocking in	http://www.economist.com/news/leaders/21640349-africa-needs-lot-capital-private-equity-offers-lessons-how-get-it-there-unblocking	1	7	LEADERS
2015-01-24	The Economist believes the right to free speech 	 be almost absolute	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	8	LEADERS
2015-01-24	Still, many Muslims see the safeguards afforded to ethnic groups in some countries by hate-speech laws and ask why their faith, which some consider more essential than their skin colour, 	 be denied such respect	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	9	LEADERS
2015-01-24	Geert Wilders, a disreputable far-right politician, 	 not face prosecution, as he now does, for pledging to reduce the number of Moroccans in the Netherlands	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	10	LEADERS
2015-01-24	Dieudonné M’bala M’bala, a comedian, 	 not have been arrested for flippantly associating himself with one of the Paris killers	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	11	LEADERS
2015-01-24	That does not mean they 	 impose no restrictions at all	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	12	LEADERS
2015-01-24	Those caveats offer a sound precept: speech 	 be curtailed only when it is likely to cause serious harm—not including the emotional kind	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	13	LEADERS
2015-01-24	But everywhere the rules 	 be as light as public order requires	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	14	LEADERS
2015-01-24	Such butterfly-wing effects, this argument runs, mean all governments 	 be stricter	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	15	LEADERS
2015-01-24	Many words and images 	 be allowed that are neither prudent nor tasteful	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	16	LEADERS
2015-01-24	Editors, broadcasters, politicians and citizens 	 be mindful of those values, too	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	17	LEADERS
2015-01-24	But they 	 be matters of conscience, not for the law	http://www.economist.com/news/leaders/21640347-speech-should-be-freer-it-many-western-countries-firstand-lastdo-no-harm	1	18	LEADERS
2015-01-24	Before the word meritocracy was coined by Michael Young, a British sociologist and institutional entrepreneur, in the 1950s there was a different name for the notion that power, success and wealth 	 be distributed according to talent and diligence, rather than by accident of birth: American	http://www.economist.com/news/briefing/21640316-children-rich-and-powerful-are-increasingly-well-suited-earning-wealth-and-power	1	19	BRIEFING
2015-01-24	Proposals for an independent prosecutor’s office and anti-corruption agency 	 be fast-tracked (depressingly, Mr Peña’s supporters want the latter under government control)	http://www.economist.com/news/americas/21640397-president-who-doesnt-get-he-doesnt-get-it-mexican-morass	1	20	AMERICAS
2015-01-24	IT WAS only fitting that Pakistan’s leader 	 be there in person to welcome pupils returning to the Army Public School in Peshawar on a chilly mid-January morning	http://www.economist.com/news/asia/21640380-army-back-countrys-driving-seat-man-plan	1	21	ASIA
2015-01-24	In any negotiations with IS, Japan must preserve the appearance of being a reliable partner against terrorism, says a government official, but 	 explore ways to free the hostages	http://www.economist.com/news/asia/21640388-remote-archipelago-struggles-remain-apart-war-terror-sand-storm	1	22	ASIA
2015-01-24	That 	 free them to spend more money on making cities better places to live, rather than on laying concrete	http://www.economist.com/news/china/21640396-how-fix-chinese-cities-great-sprawl-china	1	23	CHINA
2015-01-24	Parking in city centres remains far too cheap, and laws 	 be enforced to curb a habit of parking on pavements or traffic islands	http://www.economist.com/news/china/21640396-how-fix-chinese-cities-great-sprawl-china	1	24	CHINA
2015-01-24	Bicycle-use 	 be encouraged by reintroducing once ubiquitous cycle lanes	http://www.economist.com/news/china/21640396-how-fix-chinese-cities-great-sprawl-china	1	25	CHINA
2015-01-24	Mr Renzi, however, is making progress: on January 21st the Senate approved a measure that 	 ensure the passage of a new electoral law	http://www.economist.com/news/europe/21640383-prime-minister-presses-his-reform-agenda-after-winning-crucial-vote-renzis-struggle	1	26	EUROPE
2015-01-24	That deprives voters of the ability to choose who 	 represent them	http://www.economist.com/news/europe/21640383-prime-minister-presses-his-reform-agenda-after-winning-crucial-vote-renzis-struggle	1	27	EUROPE
2015-01-24	Asked why Saxons 	 worry about Islam when only 1% of Saxony’s population is Muslim, Ms Oertel said some Germans march for the rainforest though Germany has none	http://www.economist.com/news/europe/21640386-how-anti-foreigner-anti-establishment-group-changing-german-politics-gone-boy-right	1	28	EUROPE
2015-01-24	And he 	 embody France, with an elegance and authority that inspire pride and respect	http://www.economist.com/news/europe/21640385-terror-makes-president-statesman-his-new-popularity-may-not-last-after-janvier	1	29	EUROPE
2015-01-24	And unlike Mr Rajoy, who refuses ever to contemplate an independence referendum, Podemos says the issue 	 be put to a vote	http://www.economist.com/news/europe/21640362-catalonia-calls-election-it-will-be-only-one-many-spain-year-mas-observation	1	30	EUROPE
